全国地方公共団体コード,ID,地方公共団体名,許可番号,営業形態,名称,電話番号,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,営業者氏名,法人代表者氏名,営業者_所在地_連結表記,営業者_所在地_都道府県,営業者_所在地_市区町村,営業者_所在地_町字,営業者_所在地_番地以下,営業者_所在地_建物名等(方書),営業者_ 電話番号,許可年月日,備考
131067,,,31台台健生環き第10047号,簡易宿所営業,ﾎﾃﾙ 南舎和風,(03)5817-4914,上野三丁目3番6号,,,,,,35.703911,139.773254,株式会社亜水,,東京都台東区上野三丁目3番6号ﾓﾄﾋﾞﾙ末広町4F,,,,,,,2019-07-31,
131067,,,2台台健生環き第10254号,旅館・ホテル営業,MONday Apart Premium 上野御徒町,,上野三丁目8番8号,,,,,,35.704437,139.774033,株式会社JHAT,,東京都港区芝大門一丁目10番4号,,,,,,(03)6453-0960,2021-06-16,
131067,,,5台台健生環き第10185号,旅館・ホテル営業,ｱﾊﾟﾎﾃﾙ<上野御徒町駅南>,,上野三丁目9番8号,,,,,,35.704712,139.774078,ｱﾊﾟﾎﾃﾙ株式会社,,東京都港区赤坂三丁目2番3号,,,,,,(03)3505-8200,2024-02-01,
131067,,,2台台健生環き第10223号,旅館・ホテル営業,三源 宿,(03)5834-3810,上野三丁目11番4号,,,,,,35.705215,139.773331,株式会社三源,,東京都台東区上野三丁目11番4号,,,,,,,2021-03-08,
131067,,,5台台健生環き第10026号,旅館・ホテル営業,Section L Ueno Hirokoji,,上野三丁目18番11号,,,,,,35.706043,139.773346,株式会社ｾｸｼｮﾝL,,東京都千代田区神田錦町二丁目2番1号WeWorkKandaSquare,,,,,,,2023-05-23,
131067,,,62台下健衛環き第50号,旅館・ホテル営業,吉池ﾎﾃﾙ,(03)3839-0141,上野三丁目19番7号,,,,,,35.706024,139.773712,株式会社 吉池,,東京都台東区上野三丁目27番12号,,,,,,,1989-12-13,
131067,,,51台下健衛環き第34号,旅館・ホテル営業,ﾋﾞｼﾞﾈｽﾎﾃﾙ福寿,(03)3831-4859,上野三丁目21番7号,,,,,,35.706478,139.774002,鴨下商事株式会社,,東京都台東区上野三丁目21番7号,,,,,,,1976-07-02,
131067,,,30台台健生環き第289号,旅館・ホテル営業,TOSEI HOTEL COCONE 上野御徒町,(03)3837-5541,上野三丁目23番9号,,,,,,35.706532,139.773132,ﾄｰｾｲ･ﾎﾃﾙ･ﾏﾈｼﾞﾒﾝﾄ株式会社,,東京都港区芝浦四丁目5番4号,,,,,,(03)5439-8650,2020-06-19,
131067,,,2台台健生環き第10205号,旅館・ホテル営業,ﾍﾞｽﾄｳｴｽﾀﾝﾎﾃﾙﾌｨｰﾉ 東京秋葉原,(03)5816-3151,上野五丁目1番6号,,,,,,35.703209,139.775497,株式会社ｾｿﾞﾝﾘｱﾙﾃｨﾎﾃﾙﾏﾈｼﾞﾒﾝﾄ,,東京都千代田区有楽町二丁目7番1号,,,,,,(03)6205-0875,2021-02-18,
131067,,,30台台健生環き第281号,旅館・ホテル営業,秋葉原 旅荘 中川,(03)5826-4430,上野五丁目3番7号,,,,,,35.703609,139.774445,英和貿易 株式会社,,東京都台東区上野五丁目3番7号,,,,,,,2019-03-06,
131067,,,6台台健生環き第10112号,旅館・ホテル営業,HUBHUB御徒町,(03)6824-4837,上野五丁目10番6号,,,,,,35.704872,139.77417,V37株式会社,,東京都中央区銀座一丁目12番4号N&EBLD.7F,,,,,,,2024-10-31,
131067,,,10台台健生環き第49号,旅館・ホテル営業,ﾎﾃﾙ ﾆｭｰｸﾞﾘｰﾝ御徒町,(03)5816-1111,上野五丁目15番1号,,,,,,35.704857,139.775665,株式会社 ﾎﾃﾙﾆｭｰｸﾞﾘｰﾝ,,新潟県長岡市城内町一丁目2番地9,,,,,,(0258)33-5000,2000-04-26,
131067,,,20台台健生環き第59号,旅館・ホテル営業,ｽｰﾊﾟｰﾎﾃﾙ上野･御徒町,(03)5818-9000,上野五丁目23番12号,,,,,,35.706245,139.775894,株式会社ｽｰﾊﾟｰﾎﾃﾙ,,大阪府大阪市西区江戸堀三丁目6番35号,,,,,,(06)4803-9000,2010-04-16,
131067,,,6台台健生環き第10230号,旅館・ホテル営業,UENO-AN,,上野六丁目6番2号,,,,,,35.708591,139.775879,株式会社Liberty color,,東京都練馬区南田中5-10-2,,,,,,,2025-03-25,
131067,,,15台台健生環き第116号,旅館・ホテル営業,ﾎﾃﾙｻｰﾄﾞﾆｸｽ上野,(03)3833-7200,上野六丁目6番7号,,,,,,35.708794,139.776154,株式会社内外ﾋﾞﾙ,,山梨県韮崎市円野町上円井932,,,,,,(0551)27-2131,2005-01-25,
131067,,,17台台健生環き第137号,旅館・ホテル営業,上野ﾀｳﾝﾎﾃﾙ,(03)5812-0403,上野六丁目7番5号,,,,,,35.709301,139.775864,株式会社ﾀｳﾝﾎﾃﾙ,,東京都千代田区神田須田町二丁目2番地3,,,,,,(03)5298-7750,2006-03-24,
131067,,,59台下健衛環き第74号,旅館・ホテル営業,ﾎﾃﾙ 丸谷,(03)3831-4308,上野六丁目7番6号,,,,,,35.709438,139.775879,株式会社 丸谷荘,,東京都台東区上野六丁目7番6号,,,,,,,1986-06-06,
131067,,,5台台健生環き第10165号,旅館・ホテル営業,ﾎｯﾌﾟｲﾝ 東京 上野,(03)3836-0718,上野六丁目7番19号,,,,,,35.709415,139.77623,ﾎｯﾌﾟ･ｲﾝ･楽株式会社,,東京都台東区花川戸一丁目7番8号,,,,,,(03)3841-6070,2024-02-27,
131067,,,4台台健生環き第10027号,旅館・ホテル営業,ｱﾊﾟﾎﾃﾙ <上野駅南>,(03)5807-7111,上野六丁目7番21号,,,,,,35.709148,139.776199,ｱﾊﾟﾎﾃﾙ株式会社,,東京都港区赤坂三丁目2番3号,,,,,,(03)5570-2148,2022-07-14,
131067,,,27台台健生環き第5号,旅館・ホテル営業,ﾄﾞｰﾐｰｲﾝ上野･御徒町,(03)5807-5489,上野六丁目7番22号,,,,,,35.709007,139.776199,株式会社共立ﾒﾝﾃﾅﾝｽ,,東京都千代田区外神田二丁目18番8号,,,,,,(03)5295-7777,2015-04-22,
131067,,,58台下健衛環き第5号,旅館・ホテル営業,ﾎﾃﾙ ｴﾚｶﾞﾝﾄ,(03)3831-7741,上野六丁目8番5号,,,,,,35.70929,139.775497,株式会社 栄光,,東京都台東区上野六丁目4番12号,,,,,,(03)3836-4748,1983-12-22,
131067,,,31台台健生環き第10119号,旅館・ホテル営業,ﾎﾃﾙ ｴﾚｶﾞﾝﾄ ｱﾈｯｸｽ,(03)6284-4631,上野六丁目8番5号,,,,,,35.70929,139.775497,株式会社DREAM,,東京都台東区上野六丁目8番7号,,,,,,,2019-09-03,
131067,,,29台台健生環き第86号,簡易宿所営業,DREAM,(03)5816-6016,上野六丁目8番7号,,,,,,35.709553,139.775513,株式会社DREAM,,東京都台東区上野六丁目8番7号,,,,,,(03)5816-6016,2017-09-13,
131067,,,29台台健生環へ第149号,旅館・ホテル営業,ｾﾝﾁｭﾘｵﾝﾎﾃﾙ&ｽﾊﾟ上野駅前,(03)5846-8560,上野六丁目8番16号,,,,,,35.709938,139.775848,株式会社ｾﾝﾁｭﾘｵﾝｲﾝﾀｰﾅｼｮﾅﾙ,,東京都台東区上野六丁目9番7号,,,,,,(03)3836-1588,2017-06-29,
131067,,,21台台健生環き第67号,旅館・ホテル営業,ﾎﾃﾙ丸谷ｱﾈｯｸｽ,(03)5807-7081,上野六丁目8番18号,,,,,,35.709671,139.775818,株式会社丸谷荘,,東京都台東区上野六丁目7番6号,,,,,,(03)3831-4308,2010-01-28,
131067,,,3台台健生環き第10079号,旅館・ホテル営業,ﾎﾃﾙ ｴﾚｶﾞﾝﾄ本館,(03)5834-3616,上野六丁目8番18号,,,,,,35.709671,139.775818,株式会社DREAM,,東京都台東区上野六丁目8番5号,,,,,,(03)6284-4631,2021-08-18,
131067,,,4台台健生環き第10064号,簡易宿所営業,ｸﾞﾗﾝｶｽﾀﾏ上野店,(03)3834-3850,上野六丁目8番20号,,,,,,35.709404,139.775803,株式会社ｽﾘｰﾅｲﾝ,,東京都台東区上野五丁目25番6号,,,,,,(03)6240-1577,2022-08-01,
131067,,,63台下健衛環き第4号,簡易宿所営業,上野ｽﾃｰｼｮﾝﾎｽﾃﾙｵﾘｴﾝﾀﾙ2,(03)3839-2444,上野六丁目9番7号,,,,,,35.709705,139.775116,株式会社ｾﾝﾁｭﾘｵﾝｲﾝﾀｰﾅｼｮﾅﾙ,,東京都台東区上野六丁目9番7号,,,,,,(03)3836-1588,1988-12-23,
131067,,,29台台健生環き第53号,旅館・ホテル営業,ｾﾝﾁｭﾘｵﾝﾎﾃﾙ&ｽﾊﾟ上野駅前,(03)5846-8560,上野六丁目9番7号,,,,,,35.709705,139.775116,株式会社ｾﾝﾁｭﾘｵﾝｲﾝﾀｰﾅｼｮﾅﾙ,,東京都台東区上野六丁目9番7号,,,,,,(03)3836-1588,2017-07-27,
131067,,,2台下健衛環き第20号,簡易宿所営業,上野ｽﾃｰｼｮﾝﾎｽﾃﾙｵﾘｴﾝﾀﾙ1,(03)3833-1501,上野六丁目9番9号,,,,,,35.709976,139.77507,株式会社ｾﾝﾁｭﾘｵﾝｲﾝﾀｰﾅｼｮﾅﾙ,,東京都台東区上野六丁目9番7号,,,,,,(03)3836-1588,1991-04-18,
131067,,,10台台健生環き第9号,旅館・ホテル営業,ﾎﾃﾙ ｼｯｸ,(03)3836-2180,上野六丁目9番21号,,,,,,35.709499,139.775421,株式会社ｷﾞｬﾄﾗｯｸ,,東京都台東区上野六丁目9番21号,,,,,,,1998-05-25,
131067,,,33第18号,旅館・ホテル営業,株式会社 小松屋旅館,(03)3833-6821,上野六丁目13番2号,,,,,,35.710377,139.775269,株式会社 小松屋旅館,,東京都台東区上野六丁目13番2号,,,,,,(03)3833-6821,1958-11-01,
131067,,,57台下健衛環き第48号,旅館・ホテル営業,ﾎﾃﾙ ﾆｭｰｳｴﾉ,(03)3841-3221,上野七丁目2番5号,,,,,,35.712788,139.777466,株式会社 上野亭,,東京都台東区上野七丁目2番5号,,,,,,,1984-01-31,
131067,,,31台台健生環き第10266号,旅館・ホテル営業,ﾎﾃﾙﾘｿﾙ上野,(03)3844-9269,上野七丁目2番9号,,,,,,35.713257,139.777786,ﾘｿﾙ株式会社,,千葉県茂原市真名1808番地1,,,,,,,2020-06-18,
131067,,,4台下健衛環き第27号,簡易宿所営業,北欧,(03)3845-8551,上野七丁目2番16号,,,,,,35.713093,139.777985,北欧商事株式会社,,東京都台東区上野七丁目2番16号,,,,,,,1992-10-27,
131067,,,47下保衛環き第6号,旅館・ホテル営業,ﾎﾃﾙ 福屋,(03)3844-5920,上野七丁目5番2号,,,,,,35.713116,139.778214,(有)福屋旅館,,東京都台東区上野七丁目5番2号,,,,,,,1973-12-21,
131067,,,55台下健衛環き第44号,旅館・ホテル営業,ﾎﾃﾙ 松本,(03)3843-6931,上野七丁目5番3号,,,,,,35.713219,139.778168,丸菱産業株式会社,,東京都中央区明石町4番9号,,,,,,,1981-10-07,
131067,,,22台台健生環き第106号,旅館・ホテル営業,"ﾎﾃﾙｻﾝﾙｰﾄ“ｽﾃﾗ""上野",(03)3847-1511,上野七丁目7番1号,,,,,,35.713482,139.778183,株式会社 ﾎﾃﾙｻﾝﾙｰﾄ浅草,,東京都台東区雷門一丁目16番4号 立花国際ﾋﾞﾙ11階,,,,,,(03)5806-1200,2011-03-11,
131067,,,2台台健生環き第10060号,旅館・ホテル営業,上野ｱｰﾊﾞﾝﾎﾃﾙｱﾈｯｸｽ,(03)3842-3551,上野七丁目8番19号,,,,,,35.714371,139.779404,株式会社 ﾀｲﾚﾙ,,東京都府中市本町四丁目23番地2,,,,,,(042)360-5779,2020-11-19,
131067,,,27台台健生環き第128号,旅館・ホテル営業,上野ｱｰﾊﾞﾝﾎﾃﾙ,(03)5802-3001,上野七丁目8番21号,,,,,,35.714142,139.779236,株式会社ﾀｲﾚﾙ,,東京都府中市本町四丁目23番地2,,,,,,(042)360-5779,2017-05-25,
131067,,,2台台健生環き第10148号,旅館・ホテル営業,上野ｻｯﾄﾝﾌﾟﾚｲｽﾎﾃﾙ,,上野七丁目8番23号,,,,,,35.713898,139.779053,株式会社R Hotels & Resorts Management,,東京都中央区東日本橋三丁目9番2号ｻﾝｸﾋﾞﾙ8階,,,,,,(03)5829-5898,2020-12-10,
131067,,,17台台健生環き第131号,旅館・ホテル営業,ｽｰﾊﾟｰﾎﾃﾙJR上野入谷口,(03)3841-9000,上野七丁目9番14号,,,,,,35.715309,139.78006,株式会社ｽｰﾊﾟｰﾎﾃﾙ,,大阪市西区江戸堀三丁目6番35号,,,,,,(06)4803-9000,2006-04-21,
131067,,,30台台健生環き第98号,簡易宿所営業,ｸﾞﾘｯｽﾞ東京 上野駅前 ﾎﾃﾙ&ﾎｽﾃﾙ,(03)5830-0030,上野七丁目10番4号,,,,,,35.715313,139.779221,ABｱｺﾓ株式会社,,東京都千代田区神田神保町三丁目10番2号,,,,,,(03)6261-2295,2019-09-26,
131067,,,4台台健生環き第10086号,旅館・ホテル営業,stayme THE HOTEL 上野駅前,,上野七丁目10番13号,,,,,,35.715408,139.779572,matsuri technologies株式会社,,東京都新宿区高田馬場三丁目18番3号,,,,,,(03)6228-0440,2022-10-31,
131067,,,26台台健生環き第17号,旅館・ホテル営業,上野ﾎﾃﾙ,(03)6231-7610,上野七丁目12番9号,,,,,,35.716114,139.780624,株式会社KﾌﾟﾗｽﾎｽﾋﾟﾀﾘﾃｨｵﾍﾟﾚｰｼｮﾝｽﾞTWO,,東京都港区虎ﾉ門1丁目2-8虎ﾉ門琴平ﾀﾜｰ24階,,,,,,(03)6257-1920,2014-05-23,
131067,,,27台台健生環き第121号,旅館・ホテル営業,ｱﾊﾟﾎﾃﾙ<上野駅北>,(03)5830-1711,上野七丁目12番11号,,,,,,35.7159,139.780472,ｱﾊﾟﾎﾃﾙ株式会社,,東京都港区赤坂三丁目2番3号,,,,,,(03)3505-8200,2016-01-13,
131067,,,29台台健生環き第177号,旅館・ホテル営業,MIMARU東京 上野NORTH,(03)5830-6255,上野七丁目14番4号,,,,,,35.716606,139.780365,株式会社ｺｽﾓｽﾎﾃﾙﾏﾈｼﾞﾒﾝﾄ,,東京都港区芝五丁目34番6号,,,,,,(03)5444-3600,2018-01-26,
131067,,,12台台健生環き第47号,旅館・ホテル営業,ﾋﾞｼﾞﾈｽｲﾝ23上野,(03)5830-2323,上野七丁目14番8号,,,,,,35.717037,139.780731,,,,,,,,,,2001-07-31,
131067,,,30台台健生環き第185号,旅館・ホテル営業,HAKU HOTEL,(03)6884-8477,雷門一丁目1番11号,,,,,,35.709423,139.794266,PARK model agency株式会社,,東京都台東区雷門一丁目1番11号,,,,,,(03)6884-8477,2019-05-08,
131067,,,4台台健生環き第10166号,旅館・ホテル営業,PRISM Inn Asakusa(ﾌﾟﾘｽﾞﾑｲﾝ浅草),,雷門一丁目7番8号,,,,,,35.710358,139.792282,株式会社ﾌﾟﾘｽﾞﾐｯｸ,,東京都港区南青山四丁目1番9号秋元南青山ﾋﾞﾙ 5階,,,,,,(03)5770-3071,2023-02-03,
131067,,,15台台健生環き第126号,旅館・ホテル営業,ﾎﾃﾙｻﾝﾙｰﾄ浅草,(03)3847-1511,雷門一丁目8番5号,,,,,,35.710678,139.791931,株式会社 ﾎﾃﾙｻﾝﾙｰﾄ浅草,,東京都台東区雷門一丁目16番4号 立花国際ﾋﾞﾙ,,,,,,(03)3847-1511,2004-05-18,
131067,,,5台台健生環き第10077号,簡易宿所営業,LIGHTNING HOTEL(ﾗｲﾄﾆﾝｸﾞﾎﾃﾙ),(03)5811-1772,雷門一丁目8番6号,,,,,,35.710804,139.791977,株式会社R Hotels & Resorts Management,,東京都中央区東日本橋三丁目9番2号ｻﾝｸﾋﾞﾙ8階,,,,,,(03)4403-3894,2023-08-25,
131067,,,31台台健生環き第10276号,旅館・ホテル営業,桜の宿,(03)5830-6876,雷門一丁目10番6号,,,,,,35.710735,139.793106,高田株式会社,,東京都台東区雷門一丁目10番6号4F,,,,,,(03)5830-3438,2020-02-19,
131067,,,2台台健生環き第10094号,旅館・ホテル営業,浅草雷門 竹乃宿,(03)5830-3966,雷門一丁目11番2号,,,,,,35.710239,139.793594,合同会社雷門竹乃宿,,東京都台東区雷門一丁目11番2号,,,,,,(03)5830-3966,2020-10-06,
131067,,,30台台健生環き第178号,旅館・ホテル営業,一宿旅館 雷門,,雷門一丁目12番2号,,,,,,35.710155,139.794128,一宿株式会社,,東京都台東区浅草橋二丁目24番1号,,,,,,,2018-12-13,
131067,,,第4号,旅館・ホテル営業,旅館 ふじ川,(03)3841-2562,雷門二丁目1番6号,,,,,,35.709335,139.797165,,,,,,,,,,1966-08-22,
131067,,,29台台健生環き第146号,簡易宿所営業,Hostel Chapter Two Tokyo,(03)6802-7552,雷門二丁目1番6号,,,,,,35.709335,139.797165,合同会社 Chapter Two,,東京都台東区雷門二丁目1番6号,,,,,,,2017-12-04,
131067,,,5台台健生環き第10038号,旅館・ホテル営業,万雷ﾎﾃﾙ,(03)6824-6328,雷門二丁目3番7号,,,,,,35.709785,139.796555,株式会社明成,,東京都板橋区前野町二丁目33番17号,,,,,,(03)3960-7077,2023-09-19,
131067,,,31台台健生環き第10327号,旅館・ホテル営業,ｱﾊﾟﾎﾃﾙ〈浅草 雷門南〉,(03)5830-9711,雷門二丁目9番1号,,,,,,35.709553,139.795135,ｱﾊﾟﾎﾃﾙ株式会社 ,,東京都港区赤坂三丁目2番3号,,,,,,(03)3505-8200,2021-08-13,
131067,,,30台台健生環き第63号,旅館・ホテル営業,ﾎﾃﾙｸﾞﾚｲｽﾘｰ浅草,(03)6632-8981,雷門二丁目10番2号,,,,,,35.709595,139.795319,藤田観光株式会社,,東京都文京区関口二丁目10番8号,,,,,,(03)5981-7700,2018-09-20,
131067,,,59台浅健衛環き第42号,旅館・ホテル営業,ｳｨﾙﾍﾞｲｽ浅草,(03)3844-5828,雷門二丁目13番1号,,,,,,35.70998,139.795624,有限会社 東京ｸﾘｴｲｼｮﾝ,,東京都台東区雷門二丁目13番1号,,,,,,,1984-06-29,
131067,,,5台台健生環き第10157号,簡易宿所営業,HOTEL+HOSTEL TOKYOASAKUSA 1,(03)5246-3797,雷門二丁目13番1号,,,,,,35.70998,139.795624,株式会社ﾅｲﾝｱﾜｰｽﾞ,,東京都千代田区神田錦町3-19-1不二ﾗﾃｯｸｽﾋﾞﾙ7階,,,,,,(03)6721-5963,2023-12-08,
131067,,,18台台健生環き第111号,旅館・ホテル営業,ﾎﾃﾙ ｶﾘﾌｫﾙﾆｱ,(03)3845-1185,雷門二丁目13番9号,,,,,,35.710194,139.795746,株式会社ｼﾞｮｲﾝﾄｻﾎﾟｰﾄ,,東京都台東区雷門二丁目13番9号,,,,,,(03)3845-2521,2007-02-28,
131067,,,28台台健生環き第50号,旅館・ホテル営業,ｱﾊﾟﾎﾃﾙ <浅草 雷門>,(03)5830-9411,雷門二丁目14番1号,,,,,,35.710026,139.795197,ｱﾊﾟﾎﾃﾙ株式会社,,東京都港区赤坂三丁目2番3号,,,,,,(03)5570-2111,2017-10-04,
131067,,,23台台健生環き第5号,旅館・ホテル営業,THE GATE HOTEL 雷門 by HULIC,(03)5826-3877,雷門二丁目16番11号,,,,,,35.710907,139.795288,ﾋｭｰﾘｯｸﾎﾃﾙﾏﾈｼﾞﾒﾝﾄ株式会社,,東京都中央区日本橋小舟町13番8号,,,,,,(03)5623-7600,2012-06-28,
131067,,,56台浅健衛環き第117号,簡易宿所営業,ﾎﾃﾙ ｶﾜｾ,(03)3843-4910,雷門二丁目19番14号,,,,,,35.710339,139.797272,(株)ﾎﾃﾙｶﾜｾ,,東京都台東区雷門2-19-14,,,,,,(03)3840-4910,1982-03-17,
131067,,,2台浅健衛環き第2号,簡易宿所営業,ｶﾌﾟｾﾙﾎﾃﾙあさくさﾘﾊﾞｰｻｲﾄﾞ,(03)3844-1155,雷門二丁目20番4号,,,,,,35.710201,139.797501,(有)魚眠荘新館,,東京都台東区雷門二丁目20番4号,,,,,,(03)3844-1155,1991-12-26,
131067,,,2台浅健衛環き第3号,旅館・ホテル営業,ﾎﾃﾙﾆｭｰ魚眠荘,(03)3844-5117,雷門二丁目20番4号,,,,,,35.710201,139.797501,(有)魚眠荘新館,,東京都台東区雷門二丁目20番4号,,,,,,(03)3844-5117,1991-12-26,
131067,,,31台台健生環き第10233号,旅館・ホテル営業,MIMARU 東京 浅草 STATION,(03)6231-7183,雷門二丁目20番4号,,,,,,35.710201,139.797501,株式会社ｺｽﾓｽﾎﾃﾙﾏﾈｼﾞﾒﾝﾄ,,東京都港区芝五丁目34番6号,,,,,,(03)5444-3600,2021-04-09,
131067,,,29台台健生環き第243号,簡易宿所営業,Hostel JAZ,(03)5830-3522,北上野一丁目3番5号,,,,,,35.71648,139.781998,JAZ株式会社,,東京都中央区晴海二丁目3番30号3714号,,,,,,,2018-06-01,
131067,,,30台台健生環き第174号,旅館・ホテル営業,寅ﾎﾃﾙ 北上野,,北上野一丁目4番4号,,,,,,35.716087,139.781738,奕和胤仕 合同会社,,東京都台東区上野三丁目17番4号9F,,,,,,,2019-02-04,
131067,,,31台台健生環き第10112号,旅館・ホテル営業,MONday Apart Premium 上野,(03)5830-2571,北上野一丁目7番6号,,,,,,35.716892,139.781769,株式会社JHAT,,東京都港区芝大門一丁目10番4号,,,,,,(03)6453-0960,2021-04-12,
131067,,,8台下健衛環き第13号,簡易宿所営業,二四会館上野,(03)3847-2424,北上野一丁目8番7号,,,,,,35.717312,139.782364,株式会社 二四会館,,東京都台東区浅草二丁目29番16号,,,,,,(03)3841-7806,1998-04-23,
131067,,,31台台健生環き第10066号,旅館・ホテル営業,ﾄﾞｯﾂ東京,(03)6371-7917,北上野二丁目1番17号,,,,,,35.715343,139.785309,株式会社北上野ﾎﾃﾙ,,東京都大田区山王四丁目9番28号,,,,,,(03)6371-7917,2021-06-15,
131067,,,5台台健生環き第10205号,旅館・ホテル営業,THE ONE,080-4937-0630,北上野二丁目2番5号,,,,,,35.715767,139.78447,ﾋﾞｰｺﾝｱｾｯﾄﾏﾈｼﾞﾒﾝﾄ株式会社,,東京都台東区北上野二丁目2番5号,,,,,,080-4937-0630,2024-07-19,
131067,,,2台台健生環き第10127号,旅館・ホテル営業,粋,,北上野二丁目14番3号,,,,,,35.717209,139.7845,株式会社YUYU,,東京都台東区千束二丁目4番3号,,,,,,(03)6802-4966,2021-02-05,
131067,,,29台台健生環き第87号,簡易宿所営業,HOSTEL WAQWAQ TOKYO UENO ASAKUSA,(03)3843-0909,北上野二丁目20番2号,,,,,,35.717575,139.785156,株式会社中村ｶｲﾛ協会,,東京都渋谷区桜丘町3番4号,,,,,,(03)3496-1111,2017-12-14,
131067,,,4台台健生環き第10229号,簡易宿所営業,Lodging Tokyo Ueno,(03)6280-3519,北上野二丁目20番2号,,,,,,35.717575,139.785156,ﾊﾅｻｶｽ株式会社,,東京都中央区八丁堀四丁目9番13号ﾆﾁﾚｯｸﾋﾞﾙ3階,,,,,,(03)6280-3519,2023-05-15,
131067,,,31台台健生環き第10008号,旅館・ホテル営業,ｹﾞｽﾄﾊｳｽ YOSHI ,,北上野二丁目23番2号,,,,,,35.718174,139.78389,,,,,,,,,,2019-05-29,
131067,,,6台台健生環き第10026号,旅館・ホテル営業,HOTEL EL UENO,090-3093-1026,北上野二丁目25番9号,,,,,,35.718479,139.785355,株式会社ｴﾙﾐｯｸ,,東京都新宿区大久保一丁目13番17号,,,,,,(03)6383-3063,2024-07-09,
131067,,,5台台健生環き第10210号,旅館・ホテル営業,Air Stay 入谷,080-9899-3299,北上野二丁目30番7号,,,,,,35.719555,139.784348,ﾄﾗｲｴｰｼｮﾝ株式会社,,埼玉県草加市八幡町1327-2,,,,,,080-9899-3299,2024-02-27,
131067,,,3台台健生環き第10154号,旅館・ホテル営業,宿家 いろは,,清川一丁目8番5号,,,,,,35.723885,139.801941,SOUﾎｰﾙﾃﾞｨﾝｸﾞｽ株式会社,,千葉県千葉市美浜区新港32番地1,,,,,,(043)244-7860,2022-01-31,
131067,,,62台浅健衛環き第55号,簡易宿所営業,ﾋﾞｼﾞﾈｽﾎﾃﾙ 福田屋,(03)3875-5407,清川一丁目35番1号,,,,,,35.725803,139.801529,株式会社福田屋,,東京都台東区清川一丁目35番1号,,,,,,(03)3872-4319,1988-08-04,
131067,,,3台浅健衛環き第10号,簡易宿所営業,ﾋﾞｼﾞﾈｽﾎﾃﾙ 貴福,(03)3875-4846,清川一丁目35番2号,,,,,,35.7258,139.801376,株式会社福田屋,,東京都台東区清川一丁目35番1号,,,,,,(03)3872-4319,1991-07-18,
131067,,,35第25号,簡易宿所営業,福田屋 別館,(03)3872-3987,清川一丁目35番5号,,,,,,35.725971,139.801071,株式会社福田屋,,東京都台東区清川一丁目35番1号,,,,,,(03)3872-4319,1960-06-23,
131067,,,5台台健生環き第10266号,簡易宿所営業,ﾋﾞｼﾞﾈｽﾎﾃﾙ 福住,(03)3875-5407,清川一丁目35番10号,,,,,,35.726074,139.801575,株式会社 福田屋,,東京都台東区清川一丁目35番1号,,,,,,(03)3872-4319,2024-07-25,
131067,,,2台浅健衛環き第74号,簡易宿所営業,ﾎﾃﾙ むさし,(03)3872-5236,清川二丁目6番8号,,,,,,35.726665,139.801392,,,,,,,,,,1991-05-07,
131067,,,55台浅健衛環き第43号,簡易宿所営業,大和荘別館,(03)3873-7416,清川二丁目14番1号,,,,,,35.726734,139.801712,,,,,,,,,,1981-07-31,
131067,,,43第4号,簡易宿所営業,ﾙﾏ いなりや,(03)3875-0393,清川二丁目14番4号,,,,,,35.726719,139.801208,,,,,,,,,,1969-03-08,
131067,,,25台台健生環き第9号,簡易宿所営業,寿陽長寿館,(03)3875-5362,清川二丁目15番3号,,,,,,35.726681,139.80072,株式会社ヴｪｽﾀ,,東京都台東区日本堤一丁目1番10号,,,,,,(03)3872-3202,2013-06-11,
131067,,,7台浅健衛環き第32号,簡易宿所営業,ﾎﾃﾙ U,(03)3871-0762,清川二丁目15番4号,,,,,,35.726803,139.800659,有限会社 栄康商事,,東京都台東区清川2-15-4,,,,,,(03)3805-2380,1996-02-29,
131067,,,1台浅健衛環き第58号,簡易宿所営業,紀伊国屋旅館,(03)3872-6258,清川二丁目15番6号,,,,,,35.727051,139.800537,有限会社 小泉商事,,東京都文京区千駄木三丁目1番1号,,,,,,,1990-12-12,
131067,,,17台台健生環き第60号,簡易宿所営業,ﾎﾃﾙよねや,(03)3874-1726,清川二丁目15番6号,,,,,,35.727051,139.800537,有限会社ﾎﾃﾙよねや,,東京都台東区清川二丁目15番6号,,,,,,,2005-09-07,
131067,,,54台浅健衛環き第82号,簡易宿所営業,ﾆｭｰﾎﾃﾙ大坂,(03)3875-5259,清川二丁目15番7号,,,,,,35.7272,139.800476,有限会社 ﾍﾞｯﾄﾊｳｽ,,東京都台東区日本堤一丁目2番11号,,,,,,(03)3872-6518,1980-10-01,
131067,,,13台台健生環き第70号,簡易宿所営業,ﾆｭｰあいづや,(03)3875-7079,清川二丁目15番10号,,,,,,35.727314,139.800751,有限会社 ﾃｨ･ｹｲﾜｲｴｽ,,東京都台東区清川二丁目28番1号,,,,,,,2002-02-07,
131067,,,30台台健生環き第299号,簡易宿所営業,東京SA旅館,,清川二丁目15番11号,,,,,,35.72718,139.800812,有限会社新亜,,東京都台東区千束四丁目28番11号SOHO浅草2F,,,,,,(03)3633-4799,2019-03-28,
